"2","60",\N,\N
"3","60",\N,\N
"4","0",\N,\N
"7","60",\N,\N
"9","60",\N,\N
"12","0",\N,\N
"14","90",\N,\N
"15","0",\N,\N
"16","0",\N,\N
"21","60",\N,\N
"22","0",\N,\N
"24","0",\N,\N
"25","0",\N,\N
"27","60",\N,\N
"30","80",\N,\N
"32","80",\N,\N
"33","60",\N,\N
"40","60",\N,\N
"41","0",\N,\N
"50","0",\N,\N
"55","0",\N,\N
"57","0",\N,\N
"67","60",\N,\N
"82","0",\N,\N
"87","0",\N,\N
"88","80",\N,\N
"91","5",\N,\N
"99","60",\N,\N
"102","60",\N,\N
"106","60",\N,\N
"110","20",\N,\N
"111","20",\N,\N
"114","20",\N,\N
"116","60",\N,\N
"124","0",\N,\N
"125","0",\N,\N
"126","0",\N,\N
"128","60",\N,\N
"129","0",\N,\N
"131","0",\N,\N
"132","0",\N,\N
"133","0",\N,\N
"134","0",\N,\N
"137","0",\N,\N
"146","60",\N,\N
"156","0",\N,\N
"160","0",\N,\N
"171","0",\N,\N
"172","0",\N,\N
"173","60",\N,\N
"174","0",\N,\N
"175","0",\N,\N
"176","0",\N,\N
"177","0",\N,\N
"179","0",\N,\N
"180","0",\N,\N
"182","60",\N,\N
"184","0",\N,\N
"185","60",\N,\N
"188","60",\N,\N
"196","0",\N,\N
"199","60",\N,\N
"201","60",\N,\N
"205","0",\N,\N
"208","60",\N,\N
"215","0",\N,\N
"217","60",\N,\N
"219","60",\N,\N
"221","60",\N,\N
"226","0",\N,\N
"235","60",\N,\N
"243","0",\N,\N
"245","60",\N,\N
"246","0",\N,\N
"248","60",\N,\N
"253","0",\N,\N
"259","60",\N,\N
"263","0",\N,\N
"265","60",\N,\N
"268","0",\N,\N
"272","0",\N,\N
"278","0",\N,\N
"279","0",\N,\N
"291","0",\N,\N
"292","0",\N,\N
"301","0",\N,\N
"342","0",\N,\N
"343","0",\N,\N
"344","0",\N,\N
